Date,Year,Quarter,Month,Month_Number,Month_Name,Month_Short,Year_Month,Day_of_Month,Day_Name,Day_of_Week,Is_Weekend
2023-07-19,2023,Q3,7,7,July,Jul,2023-07,19,Wednesday,3,Weekday
2023-07-20,2023,Q3,7,7,July,Jul,2023-07,20,Thursday,4,Weekday
2023-07-21,2023,Q3,7,7,July,Jul,2023-07,21,Friday,5,Weekday
2023-07-22,2023,Q3,7,7,July,Jul,2023-07,22,Saturday,6,Weekend
2023-07-23,2023,Q3,7,7,July,Jul,2023-07,23,Sunday,7,Weekend
2023-07-24,2023,Q3,7,7,July,Jul,2023-07,24,Monday,1,Weekday
2023-07-25,2023,Q3,7,7,July,Jul,2023-07,25,Tuesday,2,Weekday
2023-07-26,2023,Q3,7,7,July,Jul,2023-07,26,Wednesday,3,Weekday
2023-07-27,2023,Q3,7,7,July,Jul,2023-07,27,Thursday,4,Weekday
2023-07-28,2023,Q3,7,7,July,Jul,2023-07,28,Friday,5,Weekday
2023-07-29,2023,Q3,7,7,July,Jul,2023-07,29,Saturday,6,Weekend
2023-07-30,2023,Q3,7,7,July,Jul,2023-07,30,Sunday,7,Weekend
2023-07-31,2023,Q3,7,7,July,Jul,2023-07,31,Monday,1,Weekday
2023-08-01,2023,Q3,8,8,August,Aug,2023-08,1,Tuesday,2,Weekday
2023-08-02,2023,Q3,8,8,August,Aug,2023-08,2,Wednesday,3,Weekday
2023-08-03,2023,Q3,8,8,August,Aug,2023-08,3,Thursday,4,Weekday
2023-08-04,2023,Q3,8,8,August,Aug,2023-08,4,Friday,5,Weekday
2023-08-05,2023,Q3,8,8,August,Aug,2023-08,5,Saturday,6,Weekend
2023-08-06,2023,Q3,8,8,August,Aug,2023-08,6,Sunday,7,Weekend
2023-08-07,2023,Q3,8,8,August,Aug,2023-08,7,Monday,1,Weekday
2023-08-08,2023,Q3,8,8,August,Aug,2023-08,8,Tuesday,2,Weekday
2023-08-09,2023,Q3,8,8,August,Aug,2023-08,9,Wednesday,3,Weekday
2023-08-10,2023,Q3,8,8,August,Aug,2023-08,10,Thursday,4,Weekday
2023-08-11,2023,Q3,8,8,August,Aug,2023-08,11,Friday,5,Weekday
2023-08-12,2023,Q3,8,8,August,Aug,2023-08,12,Saturday,6,Weekend
2023-08-13,2023,Q3,8,8,August,Aug,2023-08,13,Sunday,7,Weekend
2023-08-14,2023,Q3,8,8,August,Aug,2023-08,14,Monday,1,Weekday
2023-08-15,2023,Q3,8,8,August,Aug,2023-08,15,Tuesday,2,Weekday
2023-08-16,2023,Q3,8,8,August,Aug,2023-08,16,Wednesday,3,Weekday
2023-08-17,2023,Q3,8,8,August,Aug,2023-08,17,Thursday,4,Weekday
2023-08-18,2023,Q3,8,8,August,Aug,2023-08,18,Friday,5,Weekday
2023-08-19,2023,Q3,8,8,August,Aug,2023-08,19,Saturday,6,Weekend
2023-08-20,2023,Q3,8,8,August,Aug,2023-08,20,Sunday,7,Weekend
2023-08-21,2023,Q3,8,8,August,Aug,2023-08,21,Monday,1,Weekday
2023-08-22,2023,Q3,8,8,August,Aug,2023-08,22,Tuesday,2,Weekday
2023-08-23,2023,Q3,8,8,August,Aug,2023-08,23,Wednesday,3,Weekday
2023-08-24,2023,Q3,8,8,August,Aug,2023-08,24,Thursday,4,Weekday
2023-08-25,2023,Q3,8,8,August,Aug,2023-08,25,Friday,5,Weekday
2023-08-26,2023,Q3,8,8,August,Aug,2023-08,26,Saturday,6,Weekend
2023-08-27,2023,Q3,8,8,August,Aug,2023-08,27,Sunday,7,Weekend
2023-08-28,2023,Q3,8,8,August,Aug,2023-08,28,Monday,1,Weekday
2023-08-29,2023,Q3,8,8,August,Aug,2023-08,29,Tuesday,2,Weekday
2023-08-30,2023,Q3,8,8,August,Aug,2023-08,30,Wednesday,3,Weekday
2023-08-31,2023,Q3,8,8,August,Aug,2023-08,31,Thursday,4,Weekday
2023-09-01,2023,Q3,9,9,September,Sep,2023-09,1,Friday,5,Weekday
2023-09-02,2023,Q3,9,9,September,Sep,2023-09,2,Saturday,6,Weekend
2023-09-03,2023,Q3,9,9,September,Sep,2023-09,3,Sunday,7,Weekend
2023-09-04,2023,Q3,9,9,September,Sep,2023-09,4,Monday,1,Weekday
2023-09-05,2023,Q3,9,9,September,Sep,2023-09,5,Tuesday,2,Weekday
2023-09-06,2023,Q3,9,9,September,Sep,2023-09,6,Wednesday,3,Weekday
2023-09-07,2023,Q3,9,9,September,Sep,2023-09,7,Thursday,4,Weekday
2023-09-08,2023,Q3,9,9,September,Sep,2023-09,8,Friday,5,Weekday
2023-09-09,2023,Q3,9,9,September,Sep,2023-09,9,Saturday,6,Weekend
2023-09-10,2023,Q3,9,9,September,Sep,2023-09,10,Sunday,7,Weekend
2023-09-11,2023,Q3,9,9,September,Sep,2023-09,11,Monday,1,Weekday
2023-09-12,2023,Q3,9,9,September,Sep,2023-09,12,Tuesday,2,Weekday
2023-09-13,2023,Q3,9,9,September,Sep,2023-09,13,Wednesday,3,Weekday
2023-09-14,2023,Q3,9,9,September,Sep,2023-09,14,Thursday,4,Weekday
2023-09-15,2023,Q3,9,9,September,Sep,2023-09,15,Friday,5,Weekday
2023-09-16,2023,Q3,9,9,September,Sep,2023-09,16,Saturday,6,Weekend
2023-09-17,2023,Q3,9,9,September,Sep,2023-09,17,Sunday,7,Weekend
2023-09-18,2023,Q3,9,9,September,Sep,2023-09,18,Monday,1,Weekday
2023-09-19,2023,Q3,9,9,September,Sep,2023-09,19,Tuesday,2,Weekday
2023-09-20,2023,Q3,9,9,September,Sep,2023-09,20,Wednesday,3,Weekday
2023-09-21,2023,Q3,9,9,September,Sep,2023-09,21,Thursday,4,Weekday
2023-09-22,2023,Q3,9,9,September,Sep,2023-09,22,Friday,5,Weekday
2023-09-23,2023,Q3,9,9,September,Sep,2023-09,23,Saturday,6,Weekend
2023-09-24,2023,Q3,9,9,September,Sep,2023-09,24,Sunday,7,Weekend
2023-09-25,2023,Q3,9,9,September,Sep,2023-09,25,Monday,1,Weekday
2023-09-26,2023,Q3,9,9,September,Sep,2023-09,26,Tuesday,2,Weekday
2023-09-27,2023,Q3,9,9,September,Sep,2023-09,27,Wednesday,3,Weekday
2023-09-28,2023,Q3,9,9,September,Sep,2023-09,28,Thursday,4,Weekday
2023-09-29,2023,Q3,9,9,September,Sep,2023-09,29,Friday,5,Weekday
2023-09-30,2023,Q3,9,9,September,Sep,2023-09,30,Saturday,6,Weekend
2023-10-01,2023,Q4,10,10,October,Oct,2023-10,1,Sunday,7,Weekend
2023-10-02,2023,Q4,10,10,October,Oct,2023-10,2,Monday,1,Weekday
2023-10-03,2023,Q4,10,10,October,Oct,2023-10,3,Tuesday,2,Weekday
2023-10-04,2023,Q4,10,10,October,Oct,2023-10,4,Wednesday,3,Weekday
2023-10-05,2023,Q4,10,10,October,Oct,2023-10,5,Thursday,4,Weekday
2023-10-06,2023,Q4,10,10,October,Oct,2023-10,6,Friday,5,Weekday
2023-10-07,2023,Q4,10,10,October,Oct,2023-10,7,Saturday,6,Weekend
2023-10-08,2023,Q4,10,10,October,Oct,2023-10,8,Sunday,7,Weekend
2023-10-09,2023,Q4,10,10,October,Oct,2023-10,9,Monday,1,Weekday
2023-10-10,2023,Q4,10,10,October,Oct,2023-10,10,Tuesday,2,Weekday
2023-10-11,2023,Q4,10,10,October,Oct,2023-10,11,Wednesday,3,Weekday
2023-10-12,2023,Q4,10,10,October,Oct,2023-10,12,Thursday,4,Weekday
2023-10-13,2023,Q4,10,10,October,Oct,2023-10,13,Friday,5,Weekday
2023-10-14,2023,Q4,10,10,October,Oct,2023-10,14,Saturday,6,Weekend
2023-10-15,2023,Q4,10,10,October,Oct,2023-10,15,Sunday,7,Weekend
2023-10-16,2023,Q4,10,10,October,Oct,2023-10,16,Monday,1,Weekday
2023-10-17,2023,Q4,10,10,October,Oct,2023-10,17,Tuesday,2,Weekday
2023-10-18,2023,Q4,10,10,October,Oct,2023-10,18,Wednesday,3,Weekday
2023-10-19,2023,Q4,10,10,October,Oct,2023-10,19,Thursday,4,Weekday
2023-10-20,2023,Q4,10,10,October,Oct,2023-10,20,Friday,5,Weekday
2023-10-21,2023,Q4,10,10,October,Oct,2023-10,21,Saturday,6,Weekend
2023-10-22,2023,Q4,10,10,October,Oct,2023-10,22,Sunday,7,Weekend
2023-10-23,2023,Q4,10,10,October,Oct,2023-10,23,Monday,1,Weekday
2023-10-24,2023,Q4,10,10,October,Oct,2023-10,24,Tuesday,2,Weekday
2023-10-25,2023,Q4,10,10,October,Oct,2023-10,25,Wednesday,3,Weekday
2023-10-26,2023,Q4,10,10,October,Oct,2023-10,26,Thursday,4,Weekday
2023-10-27,2023,Q4,10,10,October,Oct,2023-10,27,Friday,5,Weekday
2023-10-28,2023,Q4,10,10,October,Oct,2023-10,28,Saturday,6,Weekend
2023-10-29,2023,Q4,10,10,October,Oct,2023-10,29,Sunday,7,Weekend
2023-10-30,2023,Q4,10,10,October,Oct,2023-10,30,Monday,1,Weekday
2023-10-31,2023,Q4,10,10,October,Oct,2023-10,31,Tuesday,2,Weekday
2023-11-01,2023,Q4,11,11,November,Nov,2023-11,1,Wednesday,3,Weekday
2023-11-02,2023,Q4,11,11,November,Nov,2023-11,2,Thursday,4,Weekday
2023-11-03,2023,Q4,11,11,November,Nov,2023-11,3,Friday,5,Weekday
2023-11-04,2023,Q4,11,11,November,Nov,2023-11,4,Saturday,6,Weekend
2023-11-05,2023,Q4,11,11,November,Nov,2023-11,5,Sunday,7,Weekend
2023-11-06,2023,Q4,11,11,November,Nov,2023-11,6,Monday,1,Weekday
2023-11-07,2023,Q4,11,11,November,Nov,2023-11,7,Tuesday,2,Weekday
2023-11-08,2023,Q4,11,11,November,Nov,2023-11,8,Wednesday,3,Weekday
2023-11-09,2023,Q4,11,11,November,Nov,2023-11,9,Thursday,4,Weekday
2023-11-10,2023,Q4,11,11,November,Nov,2023-11,10,Friday,5,Weekday
2023-11-11,2023,Q4,11,11,November,Nov,2023-11,11,Saturday,6,Weekend
2023-11-12,2023,Q4,11,11,November,Nov,2023-11,12,Sunday,7,Weekend
2023-11-13,2023,Q4,11,11,November,Nov,2023-11,13,Monday,1,Weekday
2023-11-14,2023,Q4,11,11,November,Nov,2023-11,14,Tuesday,2,Weekday
2023-11-15,2023,Q4,11,11,November,Nov,2023-11,15,Wednesday,3,Weekday
2023-11-16,2023,Q4,11,11,November,Nov,2023-11,16,Thursday,4,Weekday
2023-11-17,2023,Q4,11,11,November,Nov,2023-11,17,Friday,5,Weekday
2023-11-18,2023,Q4,11,11,November,Nov,2023-11,18,Saturday,6,Weekend
2023-11-19,2023,Q4,11,11,November,Nov,2023-11,19,Sunday,7,Weekend
2023-11-20,2023,Q4,11,11,November,Nov,2023-11,20,Monday,1,Weekday
2023-11-21,2023,Q4,11,11,November,Nov,2023-11,21,Tuesday,2,Weekday
2023-11-22,2023,Q4,11,11,November,Nov,2023-11,22,Wednesday,3,Weekday
2023-11-23,2023,Q4,11,11,November,Nov,2023-11,23,Thursday,4,Weekday
2023-11-24,2023,Q4,11,11,November,Nov,2023-11,24,Friday,5,Weekday
2023-11-25,2023,Q4,11,11,November,Nov,2023-11,25,Saturday,6,Weekend
2023-11-26,2023,Q4,11,11,November,Nov,2023-11,26,Sunday,7,Weekend
2023-11-27,2023,Q4,11,11,November,Nov,2023-11,27,Monday,1,Weekday
2023-11-28,2023,Q4,11,11,November,Nov,2023-11,28,Tuesday,2,Weekday
2023-11-29,2023,Q4,11,11,November,Nov,2023-11,29,Wednesday,3,Weekday
2023-11-30,2023,Q4,11,11,November,Nov,2023-11,30,Thursday,4,Weekday
2023-12-01,2023,Q4,12,12,December,Dec,2023-12,1,Friday,5,Weekday
2023-12-02,2023,Q4,12,12,December,Dec,2023-12,2,Saturday,6,Weekend
2023-12-03,2023,Q4,12,12,December,Dec,2023-12,3,Sunday,7,Weekend
2023-12-04,2023,Q4,12,12,December,Dec,2023-12,4,Monday,1,Weekday
2023-12-05,2023,Q4,12,12,December,Dec,2023-12,5,Tuesday,2,Weekday
2023-12-06,2023,Q4,12,12,December,Dec,2023-12,6,Wednesday,3,Weekday
2023-12-07,2023,Q4,12,12,December,Dec,2023-12,7,Thursday,4,Weekday
2023-12-08,2023,Q4,12,12,December,Dec,2023-12,8,Friday,5,Weekday
2023-12-09,2023,Q4,12,12,December,Dec,2023-12,9,Saturday,6,Weekend
2023-12-10,2023,Q4,12,12,December,Dec,2023-12,10,Sunday,7,Weekend
2023-12-11,2023,Q4,12,12,December,Dec,2023-12,11,Monday,1,Weekday
2023-12-12,2023,Q4,12,12,December,Dec,2023-12,12,Tuesday,2,Weekday
2023-12-13,2023,Q4,12,12,December,Dec,2023-12,13,Wednesday,3,Weekday
2023-12-14,2023,Q4,12,12,December,Dec,2023-12,14,Thursday,4,Weekday
2023-12-15,2023,Q4,12,12,December,Dec,2023-12,15,Friday,5,Weekday
2023-12-16,2023,Q4,12,12,December,Dec,2023-12,16,Saturday,6,Weekend
2023-12-17,2023,Q4,12,12,December,Dec,2023-12,17,Sunday,7,Weekend
2023-12-18,2023,Q4,12,12,December,Dec,2023-12,18,Monday,1,Weekday
2023-12-19,2023,Q4,12,12,December,Dec,2023-12,19,Tuesday,2,Weekday
2023-12-20,2023,Q4,12,12,December,Dec,2023-12,20,Wednesday,3,Weekday
2023-12-21,2023,Q4,12,12,December,Dec,2023-12,21,Thursday,4,Weekday
2023-12-22,2023,Q4,12,12,December,Dec,2023-12,22,Friday,5,Weekday
2023-12-23,2023,Q4,12,12,December,Dec,2023-12,23,Saturday,6,Weekend
2023-12-24,2023,Q4,12,12,December,Dec,2023-12,24,Sunday,7,Weekend
2023-12-25,2023,Q4,12,12,December,Dec,2023-12,25,Monday,1,Weekday
2023-12-26,2023,Q4,12,12,December,Dec,2023-12,26,Tuesday,2,Weekday
2023-12-27,2023,Q4,12,12,December,Dec,2023-12,27,Wednesday,3,Weekday
2023-12-28,2023,Q4,12,12,December,Dec,2023-12,28,Thursday,4,Weekday
2023-12-29,2023,Q4,12,12,December,Dec,2023-12,29,Friday,5,Weekday
2023-12-30,2023,Q4,12,12,December,Dec,2023-12,30,Saturday,6,Weekend
2023-12-31,2023,Q4,12,12,December,Dec,2023-12,31,Sunday,7,Weekend
2024-01-01,2024,Q1,1,1,January,Jan,2024-01,1,Monday,1,Weekday
2024-01-02,2024,Q1,1,1,January,Jan,2024-01,2,Tuesday,2,Weekday
2024-01-03,2024,Q1,1,1,January,Jan,2024-01,3,Wednesday,3,Weekday
2024-01-04,2024,Q1,1,1,January,Jan,2024-01,4,Thursday,4,Weekday
2024-01-05,2024,Q1,1,1,January,Jan,2024-01,5,Friday,5,Weekday
2024-01-06,2024,Q1,1,1,January,Jan,2024-01,6,Saturday,6,Weekend
2024-01-07,2024,Q1,1,1,January,Jan,2024-01,7,Sunday,7,Weekend
2024-01-08,2024,Q1,1,1,January,Jan,2024-01,8,Monday,1,Weekday
2024-01-09,2024,Q1,1,1,January,Jan,2024-01,9,Tuesday,2,Weekday
2024-01-10,2024,Q1,1,1,January,Jan,2024-01,10,Wednesday,3,Weekday
2024-01-11,2024,Q1,1,1,January,Jan,2024-01,11,Thursday,4,Weekday
2024-01-12,2024,Q1,1,1,January,Jan,2024-01,12,Friday,5,Weekday
2024-01-13,2024,Q1,1,1,January,Jan,2024-01,13,Saturday,6,Weekend
2024-01-14,2024,Q1,1,1,January,Jan,2024-01,14,Sunday,7,Weekend
2024-01-15,2024,Q1,1,1,January,Jan,2024-01,15,Monday,1,Weekday
2024-01-16,2024,Q1,1,1,January,Jan,2024-01,16,Tuesday,2,Weekday
2024-01-17,2024,Q1,1,1,January,Jan,2024-01,17,Wednesday,3,Weekday
2024-01-18,2024,Q1,1,1,January,Jan,2024-01,18,Thursday,4,Weekday
2024-01-19,2024,Q1,1,1,January,Jan,2024-01,19,Friday,5,Weekday
2024-01-20,2024,Q1,1,1,January,Jan,2024-01,20,Saturday,6,Weekend
2024-01-21,2024,Q1,1,1,January,Jan,2024-01,21,Sunday,7,Weekend
2024-01-22,2024,Q1,1,1,January,Jan,2024-01,22,Monday,1,Weekday
2024-01-23,2024,Q1,1,1,January,Jan,2024-01,23,Tuesday,2,Weekday
2024-01-24,2024,Q1,1,1,January,Jan,2024-01,24,Wednesday,3,Weekday
2024-01-25,2024,Q1,1,1,January,Jan,2024-01,25,Thursday,4,Weekday
2024-01-26,2024,Q1,1,1,January,Jan,2024-01,26,Friday,5,Weekday
2024-01-27,2024,Q1,1,1,January,Jan,2024-01,27,Saturday,6,Weekend
2024-01-28,2024,Q1,1,1,January,Jan,2024-01,28,Sunday,7,Weekend
2024-01-29,2024,Q1,1,1,January,Jan,2024-01,29,Monday,1,Weekday
2024-01-30,2024,Q1,1,1,January,Jan,2024-01,30,Tuesday,2,Weekday
2024-01-31,2024,Q1,1,1,January,Jan,2024-01,31,Wednesday,3,Weekday
2024-02-01,2024,Q1,2,2,February,Feb,2024-02,1,Thursday,4,Weekday
2024-02-02,2024,Q1,2,2,February,Feb,2024-02,2,Friday,5,Weekday
2024-02-03,2024,Q1,2,2,February,Feb,2024-02,3,Saturday,6,Weekend
2024-02-04,2024,Q1,2,2,February,Feb,2024-02,4,Sunday,7,Weekend
2024-02-05,2024,Q1,2,2,February,Feb,2024-02,5,Monday,1,Weekday
2024-02-06,2024,Q1,2,2,February,Feb,2024-02,6,Tuesday,2,Weekday
2024-02-07,2024,Q1,2,2,February,Feb,2024-02,7,Wednesday,3,Weekday
2024-02-08,2024,Q1,2,2,February,Feb,2024-02,8,Thursday,4,Weekday
2024-02-09,2024,Q1,2,2,February,Feb,2024-02,9,Friday,5,Weekday
2024-02-10,2024,Q1,2,2,February,Feb,2024-02,10,Saturday,6,Weekend
2024-02-11,2024,Q1,2,2,February,Feb,2024-02,11,Sunday,7,Weekend
2024-02-12,2024,Q1,2,2,February,Feb,2024-02,12,Monday,1,Weekday
2024-02-13,2024,Q1,2,2,February,Feb,2024-02,13,Tuesday,2,Weekday
2024-02-14,2024,Q1,2,2,February,Feb,2024-02,14,Wednesday,3,Weekday
2024-02-15,2024,Q1,2,2,February,Feb,2024-02,15,Thursday,4,Weekday
2024-02-16,2024,Q1,2,2,February,Feb,2024-02,16,Friday,5,Weekday
2024-02-17,2024,Q1,2,2,February,Feb,2024-02,17,Saturday,6,Weekend
2024-02-18,2024,Q1,2,2,February,Feb,2024-02,18,Sunday,7,Weekend
2024-02-19,2024,Q1,2,2,February,Feb,2024-02,19,Monday,1,Weekday
2024-02-20,2024,Q1,2,2,February,Feb,2024-02,20,Tuesday,2,Weekday
2024-02-21,2024,Q1,2,2,February,Feb,2024-02,21,Wednesday,3,Weekday
2024-02-22,2024,Q1,2,2,February,Feb,2024-02,22,Thursday,4,Weekday
2024-02-23,2024,Q1,2,2,February,Feb,2024-02,23,Friday,5,Weekday
2024-02-24,2024,Q1,2,2,February,Feb,2024-02,24,Saturday,6,Weekend
2024-02-25,2024,Q1,2,2,February,Feb,2024-02,25,Sunday,7,Weekend
2024-02-26,2024,Q1,2,2,February,Feb,2024-02,26,Monday,1,Weekday
2024-02-27,2024,Q1,2,2,February,Feb,2024-02,27,Tuesday,2,Weekday
2024-02-28,2024,Q1,2,2,February,Feb,2024-02,28,Wednesday,3,Weekday
2024-02-29,2024,Q1,2,2,February,Feb,2024-02,29,Thursday,4,Weekday
2024-03-01,2024,Q1,3,3,March,Mar,2024-03,1,Friday,5,Weekday
2024-03-02,2024,Q1,3,3,March,Mar,2024-03,2,Saturday,6,Weekend
2024-03-03,2024,Q1,3,3,March,Mar,2024-03,3,Sunday,7,Weekend
2024-03-04,2024,Q1,3,3,March,Mar,2024-03,4,Monday,1,Weekday
2024-03-05,2024,Q1,3,3,March,Mar,2024-03,5,Tuesday,2,Weekday
2024-03-06,2024,Q1,3,3,March,Mar,2024-03,6,Wednesday,3,Weekday
2024-03-07,2024,Q1,3,3,March,Mar,2024-03,7,Thursday,4,Weekday
2024-03-08,2024,Q1,3,3,March,Mar,2024-03,8,Friday,5,Weekday
2024-03-09,2024,Q1,3,3,March,Mar,2024-03,9,Saturday,6,Weekend
2024-03-10,2024,Q1,3,3,March,Mar,2024-03,10,Sunday,7,Weekend
2024-03-11,2024,Q1,3,3,March,Mar,2024-03,11,Monday,1,Weekday
2024-03-12,2024,Q1,3,3,March,Mar,2024-03,12,Tuesday,2,Weekday
2024-03-13,2024,Q1,3,3,March,Mar,2024-03,13,Wednesday,3,Weekday
2024-03-14,2024,Q1,3,3,March,Mar,2024-03,14,Thursday,4,Weekday
2024-03-15,2024,Q1,3,3,March,Mar,2024-03,15,Friday,5,Weekday
2024-03-16,2024,Q1,3,3,March,Mar,2024-03,16,Saturday,6,Weekend
2024-03-17,2024,Q1,3,3,March,Mar,2024-03,17,Sunday,7,Weekend
2024-03-18,2024,Q1,3,3,March,Mar,2024-03,18,Monday,1,Weekday
2024-03-19,2024,Q1,3,3,March,Mar,2024-03,19,Tuesday,2,Weekday
2024-03-20,2024,Q1,3,3,March,Mar,2024-03,20,Wednesday,3,Weekday
2024-03-21,2024,Q1,3,3,March,Mar,2024-03,21,Thursday,4,Weekday
2024-03-22,2024,Q1,3,3,March,Mar,2024-03,22,Friday,5,Weekday
2024-03-23,2024,Q1,3,3,March,Mar,2024-03,23,Saturday,6,Weekend
2024-03-24,2024,Q1,3,3,March,Mar,2024-03,24,Sunday,7,Weekend
2024-03-25,2024,Q1,3,3,March,Mar,2024-03,25,Monday,1,Weekday
2024-03-26,2024,Q1,3,3,March,Mar,2024-03,26,Tuesday,2,Weekday
2024-03-27,2024,Q1,3,3,March,Mar,2024-03,27,Wednesday,3,Weekday
2024-03-28,2024,Q1,3,3,March,Mar,2024-03,28,Thursday,4,Weekday
2024-03-29,2024,Q1,3,3,March,Mar,2024-03,29,Friday,5,Weekday
2024-03-30,2024,Q1,3,3,March,Mar,2024-03,30,Saturday,6,Weekend
2024-03-31,2024,Q1,3,3,March,Mar,2024-03,31,Sunday,7,Weekend
2024-04-01,2024,Q2,4,4,April,Apr,2024-04,1,Monday,1,Weekday
2024-04-02,2024,Q2,4,4,April,Apr,2024-04,2,Tuesday,2,Weekday
2024-04-03,2024,Q2,4,4,April,Apr,2024-04,3,Wednesday,3,Weekday
2024-04-04,2024,Q2,4,4,April,Apr,2024-04,4,Thursday,4,Weekday
2024-04-05,2024,Q2,4,4,April,Apr,2024-04,5,Friday,5,Weekday
2024-04-06,2024,Q2,4,4,April,Apr,2024-04,6,Saturday,6,Weekend
2024-04-07,2024,Q2,4,4,April,Apr,2024-04,7,Sunday,7,Weekend
2024-04-08,2024,Q2,4,4,April,Apr,2024-04,8,Monday,1,Weekday
2024-04-09,2024,Q2,4,4,April,Apr,2024-04,9,Tuesday,2,Weekday
2024-04-10,2024,Q2,4,4,April,Apr,2024-04,10,Wednesday,3,Weekday
2024-04-11,2024,Q2,4,4,April,Apr,2024-04,11,Thursday,4,Weekday
2024-04-12,2024,Q2,4,4,April,Apr,2024-04,12,Friday,5,Weekday
2024-04-13,2024,Q2,4,4,April,Apr,2024-04,13,Saturday,6,Weekend
2024-04-14,2024,Q2,4,4,April,Apr,2024-04,14,Sunday,7,Weekend
2024-04-15,2024,Q2,4,4,April,Apr,2024-04,15,Monday,1,Weekday
2024-04-16,2024,Q2,4,4,April,Apr,2024-04,16,Tuesday,2,Weekday
2024-04-17,2024,Q2,4,4,April,Apr,2024-04,17,Wednesday,3,Weekday
2024-04-18,2024,Q2,4,4,April,Apr,2024-04,18,Thursday,4,Weekday
2024-04-19,2024,Q2,4,4,April,Apr,2024-04,19,Friday,5,Weekday
2024-04-20,2024,Q2,4,4,April,Apr,2024-04,20,Saturday,6,Weekend
2024-04-21,2024,Q2,4,4,April,Apr,2024-04,21,Sunday,7,Weekend
2024-04-22,2024,Q2,4,4,April,Apr,2024-04,22,Monday,1,Weekday
2024-04-23,2024,Q2,4,4,April,Apr,2024-04,23,Tuesday,2,Weekday
2024-04-24,2024,Q2,4,4,April,Apr,2024-04,24,Wednesday,3,Weekday
2024-04-25,2024,Q2,4,4,April,Apr,2024-04,25,Thursday,4,Weekday
2024-04-26,2024,Q2,4,4,April,Apr,2024-04,26,Friday,5,Weekday
2024-04-27,2024,Q2,4,4,April,Apr,2024-04,27,Saturday,6,Weekend
2024-04-28,2024,Q2,4,4,April,Apr,2024-04,28,Sunday,7,Weekend
2024-04-29,2024,Q2,4,4,April,Apr,2024-04,29,Monday,1,Weekday
2024-04-30,2024,Q2,4,4,April,Apr,2024-04,30,Tuesday,2,Weekday
2024-05-01,2024,Q2,5,5,May,May,2024-05,1,Wednesday,3,Weekday
2024-05-02,2024,Q2,5,5,May,May,2024-05,2,Thursday,4,Weekday
2024-05-03,2024,Q2,5,5,May,May,2024-05,3,Friday,5,Weekday
2024-05-04,2024,Q2,5,5,May,May,2024-05,4,Saturday,6,Weekend
2024-05-05,2024,Q2,5,5,May,May,2024-05,5,Sunday,7,Weekend
2024-05-06,2024,Q2,5,5,May,May,2024-05,6,Monday,1,Weekday
2024-05-07,2024,Q2,5,5,May,May,2024-05,7,Tuesday,2,Weekday
2024-05-08,2024,Q2,5,5,May,May,2024-05,8,Wednesday,3,Weekday
2024-05-09,2024,Q2,5,5,May,May,2024-05,9,Thursday,4,Weekday
2024-05-10,2024,Q2,5,5,May,May,2024-05,10,Friday,5,Weekday
2024-05-11,2024,Q2,5,5,May,May,2024-05,11,Saturday,6,Weekend
2024-05-12,2024,Q2,5,5,May,May,2024-05,12,Sunday,7,Weekend
2024-05-13,2024,Q2,5,5,May,May,2024-05,13,Monday,1,Weekday
2024-05-14,2024,Q2,5,5,May,May,2024-05,14,Tuesday,2,Weekday
2024-05-15,2024,Q2,5,5,May,May,2024-05,15,Wednesday,3,Weekday
2024-05-16,2024,Q2,5,5,May,May,2024-05,16,Thursday,4,Weekday
2024-05-17,2024,Q2,5,5,May,May,2024-05,17,Friday,5,Weekday
2024-05-18,2024,Q2,5,5,May,May,2024-05,18,Saturday,6,Weekend
2024-05-19,2024,Q2,5,5,May,May,2024-05,19,Sunday,7,Weekend
2024-05-20,2024,Q2,5,5,May,May,2024-05,20,Monday,1,Weekday
2024-05-21,2024,Q2,5,5,May,May,2024-05,21,Tuesday,2,Weekday
2024-05-22,2024,Q2,5,5,May,May,2024-05,22,Wednesday,3,Weekday
2024-05-23,2024,Q2,5,5,May,May,2024-05,23,Thursday,4,Weekday
2024-05-24,2024,Q2,5,5,May,May,2024-05,24,Friday,5,Weekday
2024-05-25,2024,Q2,5,5,May,May,2024-05,25,Saturday,6,Weekend
2024-05-26,2024,Q2,5,5,May,May,2024-05,26,Sunday,7,Weekend
2024-05-27,2024,Q2,5,5,May,May,2024-05,27,Monday,1,Weekday
2024-05-28,2024,Q2,5,5,May,May,2024-05,28,Tuesday,2,Weekday
2024-05-29,2024,Q2,5,5,May,May,2024-05,29,Wednesday,3,Weekday
2024-05-30,2024,Q2,5,5,May,May,2024-05,30,Thursday,4,Weekday
2024-05-31,2024,Q2,5,5,May,May,2024-05,31,Friday,5,Weekday
2024-06-01,2024,Q2,6,6,June,Jun,2024-06,1,Saturday,6,Weekend
2024-06-02,2024,Q2,6,6,June,Jun,2024-06,2,Sunday,7,Weekend
2024-06-03,2024,Q2,6,6,June,Jun,2024-06,3,Monday,1,Weekday
2024-06-04,2024,Q2,6,6,June,Jun,2024-06,4,Tuesday,2,Weekday
2024-06-05,2024,Q2,6,6,June,Jun,2024-06,5,Wednesday,3,Weekday
2024-06-06,2024,Q2,6,6,June,Jun,2024-06,6,Thursday,4,Weekday
2024-06-07,2024,Q2,6,6,June,Jun,2024-06,7,Friday,5,Weekday
